roof,宀,"""This is a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">roof</span>. You know it's a roof and not a forehead because there's a little chimney sticking out of the top. And foreheads definitely don't have chimneys.""",,382,level4 radical
samurai,士,"""The <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">samurai</span> radical looks a lot like the dirt radical. The difference is in the top horizontal line. For samurai, the top is longer because he's holding swords. Dirt can't really hold anything because its arms are too short. So when you see this radical, think: long arms for some long swords. That's a samurai!""",,383,level4 radical
see,見,"""There's an eyeball on top of some legs. When your eyes get taken places (on legs, in this case), your eyes are <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">see</span>ing those things. That's why this radical means see.""",,384,level4 radical
shellfish,貝,"""There's a giant eye on top of some fins. Imagine this giant eye to be on top of a clam or a mussel. It has little fins, which it runs around on, escaping from your every attempt to capture it. That's why this is the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">shellfish</span> radical.""",,385,level4 radical
spikes,,"""On the ground there are a bunch of <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">spikes</span> coming out. You wouldn't want to step on those now, would you?""","""<i class=""""radical-spikes""""></i>""",386,level4 radical
spirit,ネ,"""This looks just like the katakana character for ne. Ne for necromancer! That makes this a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">spirit</span>, brought back from the grave. OooooOOoooOoo!""",,387,level4 radical
thread,糸,"""There is something small in some poop. You lean in, carefully pull it out, and realize it's a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">thread</span>. Why is there some thread in this small poop? Because it's cat poop. And cats love to eat thread when you aren't looking. And floss and hoodie strings and mouse tails. But this poop just has thread in it.""",,388,level4 radical
umbrella,乚,"""Do you know how the bottom of an <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">umbrella</span> is shaped? It has a hook that curls around for the handle. So when you see this radical, you should think of the bottom of an umbrella, which will help you remember that it means umbrella.""",,389,level4 radical
world,世,"""There are no circles in kanji, remember? So imagine that these angles are really circles. A little circle in a big circle, with a line running through them. Why, it's the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">world</span>. The world looks just like this, with continents on the globe and a line is the equator. Can you see it?""",,390,level4 radical
axe,斤,"""This is a strange looking axe, I know. But think of it this way: the letter """"T"""" is in the cliff. What is the """"T""""? Of course it has to be Mr. T, who's super awesome. Think of Mr. T wielding a terrifying axe, running after you screaming, """"I pity the fool!"""" while trying to chop you down. That makes for a pretty terrifying <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">axe</span>.""",,542,level5 radical
blue,青,"""You have life on top of the moon (ignore that life is missing its little slide on the left side). What would life on the moon look like? Well, first of all, they have no air, so they probably look pretty <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">blue</span> from asphyxiation. When you meet them, it turns out you're right. They're a civilization of blue people. Imagine them all living up there, being blue and Smurfy.""",,543,level5 radical
coffin,耂,"""See the slide going into the dirt? That's where they throw your body when you die. It's actually a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">coffin</span>!""",,544,level5 radical
color,色,"""The bed you get in prison is the only thing with <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">color</span> you'll see while you're there. Picture a dark, dank cell. Maybe a toilet too. Now picture a bright, colorful bed against the wall. This is the only joy you have.""",,545,level5 radical
feathers,羽,"""This radical already looks like a pair of wings, right? What are on wings? Well, usually lots of <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">feathers</span>.""",,546,level5 radical
go,行,"""You have the radicals for loiter, two, and barb. Someone who uses two barbs on you while you're loitering really wants you to <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">GO</span>!! GO on, stop loitering outside of my convenience store, ya dang kids!""",,547,level5 radical
gold,金,"""There's two sets of spikes underneath that hat. It's actually a trap, to prevent anyone from coming in and stealing your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">gold</span>. Why else would you make a trap? Everyone likes to protect their gold.""",,548,level5 radical
ice,冫,"""Remember the radical for drop (of liquid)? This is two drops instead of one. When you see two drops, you should think, """"the next stage of water."""" What is the next stage? Why, that is <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">ice</span>.""",,549,level5 radical
key,乍,"""This is a very oddly shaped <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">key</span>, but it's a key nonetheless.""",,550,level5 radical
kick,,"""These are legs that are bending funny. They're bending so they can <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">kick</span> you! Imagine someone doing a flying kick at you. Look at their legs and, ah yes, it looks just like this!""","""<i class=""""radical-kick""""></i>""",551,level5 radical
lantern,开,"""Think of an old-style <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">lantern</span>. It's on top of a few legs (you can only see two from this angle) and it's in a box shaped holder at the top. You can imagine these lining the streets before electricity, right? That's why this radical is a lantern.""",,552,level5 radical
lip ring,可,"""There's something hooked going into a mouth. Rather than a hook, though, it's a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">lip ring</span>. They used to use fish hooks and nails in the old days. (Glad we don't live in those times anymore!)""",,553,level5 radical
meat,肉,"""Inside your head, you can only think about people, people, and more people. This is bad, because really all you want is their <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">meat</span>, because you're some kind of sick cannibal... you monster. When you think of """"people"""" in your head, you're really just thinking about more meat you can eat.""",,554,level5 radical
meet,会,"""Under the hat there are two people <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">meet</span>ing in private. Look at them huddled up in there. They must have a reason to want to meet in such a private place, but that's not for you to judge. Maybe next time you have to meet with someone you'll hide under a hat with them too.""",,555,level5 radical
mustache,冋,"""See the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">mustache</span> going around the mouth? I wish I could grow a sweet mustache like this.""",,556,level5 radical
rain,雨,"""The towel is getting soaked with drops of liquid. That's because it's <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">rain</span>ing. Get your towels and other clothes inside before they get soaked through from this rain!""",,557,level5 radical
run,走,"""See the person <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">run</span>ning? Don't confuse this with foot (<span lang=""""ja"""">足</span>), though. The head is just a streak because this person is running so fast.""",,558,level5 radical
say,言,"""There are a bunch of sound waves coming out of a mouth. Those waves represent the things you <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">say</span>.""",,559,level5 radical
scooter,⻌,"""This radical is a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">scooter</span>. See the handlebars and the little light? And there's a platform at the bottom you can stand or sit on (if it's one of those nice motorized ones).""","""<i class=""""radical-water-slide""""></i>""",560,level5 radical
self,自,"""That little fleck / drop on your eye is what makes you unique. It's what makes you your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">self</span>. It's you, you know?""",,561,level5 radical
tsunami,氵,"""You've seen one drop (<span lang=""""ja"""">丶</span>), but what happens when you triple this and have three drops, which happens to be the maximum number of drops you can have? You end up with a devastating <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">tsunami</span>, because there's too much water and nowhere for it to go. Just think of this as a lot of water. When you have a lot of water, you have a tsunami.""",,562,level5 radical
twenty,廾,"""You have <span lang=""""ja"""">十</span> plus <span lang=""""ja"""">十</span>... what do you get when you add these two kanji together? You get <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">twenty</span>.""",,563,level5 radical
viking,,"""This is a roof with extra spikes / horns on it. Who was famous for having spiked roofs, spiked helmets, spiked boats?! The Vikings! That's why this is the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">Viking</span> radical.""","""<i class=""""radical-viking""""></i>""",564,level5 radical
village,里,"""This is a rice paddy with dirt around it. This is the perfect place to set up a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">village</span>. You have a place to farm and some dirt to live on. What else could you need?""",,565,level5 radical
west,西,"""You have pi coming out of a mouth. """"3.14,"""" it says. We must take the secret of the circle with us, away from here. We must go to a magical place where nobody will persecute us for our math... a place to the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">West</span>!""",,566,level5 radical
window,毋,"""See the criss-cross in the pseudo-square shape? That's the frames of a big <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">window</span> you can look out of. It's not perfectly shaped like a rice field, it's more artistic. That's why this is a window and <span lang=""""ja"""">田</span> is not.""",,567,level5 radical
wolverine,ヨ,"""You know <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">Wolverine</span> from the X-Men? He has three claws that come out of his hand whenever he needs to fight, not at all unlike the radical you see here.""",,568,level5 radical
angel,ホ,"""First of all, there's a cross making up the middle, which automatically makes this a religion-based radical. That cross is the frame of someone's body and the things coming off of it are wings. This is an <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">angel</span>.""",,735,level6 radical
animal,犭,"""This looks like a tail with some hairs coming off of it. It shouldn't be confused with fingers though, because it's curved, and the things sticking out are more erratic, like hair or fur would be. That's why this radical is the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">animal</span> radical.""",,736,level6 radical
blood,血,"""There's a little speck of something on your plate (<span lang=""""ja"""">皿</span>). """"What is that?"""" you ask. Oh no... that speck is <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">BLOOD</span>!!! I hope it's blood from a nosebleed you suddenly have and not someone else's blood. (Your waiter is probably gonna get fired, btw.) At least your platelets should stop the bleeding soon. Haha, get it? PLATE-lets? Japanese blood jokes.""",,737,level6 radical
boil,灬,"""This radical looks like the fire from the burner of a stove or the steam coming up off of a pot of water. That's because this is the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">boil</span> radical. You need to boil a bunch of water over some flames. This radical looks like all of those parts at once!""",,738,level6 radical
box,凵,"""This <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">box</span> is open. There could be any number of things inside, but for now all you need to know is the meaning of this radical, which is box.""",,739,level6 radical
city,市,"""This radical is the same as the kanji. It means <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">city</span>.""",,740,level6 radical
death,亡,"""There's a lid on a lion. And you're stuck under the lid with the lion, which means you will surely meet your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">death</span>. Or if you don't want to die, think of the poor lion. If you leave a lion under a lid for too long, death will come for it too. Either way, somebody's gonna die today.""",,741,level6 radical
eat,食,"""You put on your hat and go outside to kick something white. It's a big white goose and you killed it with your kick. That's because you're going to cook and <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">eat</span> it. Yum!""",,742,level6 radical
fortune,占,"""Someone has a toe in their mouth. They are a fortune teller telling your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">fortune</span>. But for her to do it, she has to take one of your toes and taste it. This better be a good fortune for you to let someone put your foot in their mouth.""",,743,level6 radical
grain,禾,"""This is a tree with a slide cutting off the top. What do you cut off the top of trees and plants? The <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">grain</span>s. Imagine taking a sickle and slicing the grains off rice or wheat. The plant you leave behind will look like this radical. It's a sign that you got a grain of some sort from it.""",,744,level6 radical
jet,未,"""This is like one of those <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">jet</span>s that have the little nose-wings going on too. Imagine you're looking at the jet from the top down, this is what it would look like. It's also why this is the jet radical.""",,745,level6 radical
knife,刂,"""This is a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">knife</span>. See how it has two sharp sides? And there's a little handle at the bottom for the... well the handle. Be careful you don't cut yourself!""",,746,level6 radical
lack,欠,"""There's a person in a prison. Why is this person in prison? Because they <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">lack</span> the stuff humans need to be around other humans. If you're lacking something (kindness, self-control, etc.) you may do something that makes other people put you in prison. Try to fix what you lack so this won't happen to you.""",,747,level6 radical
ladle,斗,"""There's a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">ladle</span> scooping up two drops of liquid. See the handle and the scoop part of the ladle? Imagine ladling some water into your mouth. Mmm.""",,748,level6 radical
lion,L,"""This L-shaped radical is the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">lion</span> radical, because """"L is for Lion."""" It also looks like a lion's mouth being opened really, really wide. Imagine a lion opening its mouth to yawn. It looks like this radical!""",,749,level6 radical
long,長,"""You have a modified key radical on top of the kick radical. You kick the key as far as you can, then measure the distance. How <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">long</span> did it travel? How long will it take you to find it? How long will you be in trouble for kicking a key into the woods?""",,750,level6 radical
mama,マ,"""This radical is just like the katakana character """"ma"""" (<span lang=""""ja"""">マ</span>). So let's keep things simple and make the radical <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">mama</span>.""",,751,level6 radical
neck,首,"""There are some horns on the ground that you want for yourself. You pick them up and you attach them to your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">neck</span>. Imagine these horns sticking out of your neck. No one can slit your throat now that your neck is protected.""",,752,level6 radical
sheep,羊,"""This is a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">sheep</span> and you're looking at it from above. See the two ears and the body of the sheep going back (with all its wool poking out to the side) and then the little tail sticking out the back. What a cute sheep!""",,753,level6 radical
tongue,舌,"""Something is sticking out of a mouth. Something with a thousand little tastebuds on it. It's your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">tongue</span>!""",,754,level6 radical
yakuza,歹,"""The evening radical is under the ground. Who's doing things underground at night? The <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">Yakuza</span>. Picture Yakuza members sneaking around in the subway, or in the sewers. They're definitely up to no good down there.""",,755,level6 radical
bird,鳥,"""See the cool wing on the bottom? See the head with the neat feather coming out of the top? This is a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">bird</span>. Tweet tweet!""",,922,level7 radical
black,黒,"""If you boil a village everything will turn <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">black</span>. Mostly because you're a crazed murderer, but more so because when you boil a village all the roads melt and coat everything in black tar. Picture it! It looks like Pompeii. (Oof, too soon?)""",,923,level7 radical
boat,舟,"""This looks like a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">boat</span> coming toward you in the water. See the billowing sail and the reflection off the water? That's what boats look like.""",,924,level7 radical
circumference,周,"""Put some dirt around your head and in your mouth to figure out your head's <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">circumference</span>. When you pull your head out you'll have the perfect shape of your head, making measuring the circumference easy. Oh, and the dirt in your mouth? That's just for the taste.""",,925,level7 radical
clan,氏,"""This looks like a little tamagotchi or (if you aren't a 90s kid) a duck. What do both of these critters have in common? They have really crazy <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">clan</span> followings. And the people who enjoy them (tiny pocket games or watching quacking duckies) create clans that get together and share their experiences. Which clan are you a part of?""",,926,level7 radical
fish,魚,"""In a prison on a rice paddy they're boiling something. What do you think it is? <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">Fish!</span>. What goes better with rice? What's easy to find, making it cheap prison food? Fish, of course!""",,927,level7 radical
gate,門,"""This radical already looks like a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">gate</span>, right? Just imagine a big gate with two pillars, one on either side. Then, up above are the doors, which can come down at any moment.""",,928,level7 radical
husband,夫,"""The radicals ground and big make up this radical. There's a big guy on the ground... who is that big guy? Embarrassingly, it's your <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">husband</span>. Feel the shame that he got knocked down on the ground. By what? Who? How? (It doesn't matter.)""",,929,level7 radical
oneself,己,"""This looks a bit like a backwards S. S for Self. But it's backwards because you didn't want to mix yourself up with any of the other selves out there, so you flipped it. That's why it means <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">oneself</span>. (That's you!)<br />This radical will appear as things like yourself, herself, etc., so keep that in mind!""",,930,level7 radical
pig,豕,"""You have the animal radical in this already, that should be a clue. What kind of animal is it? It's in the ground, covered in mud. Also, there are toes laying around with it, because this animal will eat anything (good way to get rid of bodies... I hear). So what's this animal that's covered in mud and eats toes because it will eat anything? It's a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">pig</span>!""",,931,level7 radical
spear,矛,"""Your mama has been impaled on something! You run toward her and see that she's been impaled on a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">spear</span>. Mama, no!""",,932,level7 radical
stamp,卩,"""This radical looks a little like the letter P, right? It's a P printed onto something... wait, it's not printed, it's a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">stamp</span> that's been put on the paper. Peter Parker likes to use stamps instead of pens.""",,933,level7 radical
table,几,"""What happens when you put a flat surface on top of a pair of legs? You get a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">table</span>.""",,934,level7 radical
teacher,孝,"""This radical is made up of coffin and child. To keep a child out of a coffin they'll need a good <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">teacher</span> to make sure they know not to stick forks in outlets or dance in traffic. That's why this radical is a teacher.""",,935,level7 radical
temple,寺,"""This radical looks kind of like a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">temple</span> on a hill, don't you think? With all the layers, n' stuff? Just picture that first horizontal line as the base of the ornate temple balancing on that hill underneath it and you'll have no problem remembering this radical.""",,936,level7 radical
top hat,且,"""This radical looks just like a top hat. That's why it's <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">top hat</span>!""",,937,level7 radical
wing,勿,"""See the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">wing</span>? It's kind of like a bat wing with webbing. Either way, it's just a wing.""",,938,level7 radical
yellow,黄,"""Flowers that grow out of the ground of a rice paddy after you bury fish there will grow <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">yellow</span>. Why? Because yellow is the color fish want to be in the next life. So they're coming back as pretty, yellow flowers.""",,939,level7 radical
cage,匚,"""This radical is a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">cage</span> because it's covered on all sides but one (the one open side is where the cage door or gate is). There's nothing inside this cage because there's no gate, and whatever was inside has gotten out. I hope it wasn't rabid...""",,1078,level8 radical
cape,,"""This is a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">cape</span>, like the kind a superhero would wear. See how it's hanging to the side? Imagine tying it around your neck and running around so it flies behind you.""","""<i class=""""radical-cloak""""></i>""",1079,level8 radical
cloud,云,"""This is the radical for <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">cloud</span>. See how the cloud is puffy on the bottom but has two lines up top? That's because a plane flew through it. If humans didn't invent planes, this cloud radical might look different. Really makes you think, huh?""",,1080,level8 radical
compare,比,"""This radical is made up of two slightly different versions of the spoon radical (which you should already know). Look closely at these two spoons. <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">Compare</span> their differences. Like one of those magazines where you compare two similar pictures. But this time it's with spoons.""",,1081,level8 radical
easy,易,"""If you have wings, flying to the sun will be <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">easy</span>. If you try to get there with your wingless, human-body it will not be so easy.""",,1082,level8 radical
hills,,"""See the rolling <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">hills</span> with the road going off into the background to another hill? That's why this is the hills radical.""","""<i class=""""radical-hills""""></i>""",1083,level8 radical
hole,穴,"""You have a roof on top of what looks like a volcano. What is the roof covering on the top of the volcano? Why, it's definitely covering the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">hole</span> at the top. I guess someone thought if they built a roof on the volcano hole, none of the lava could come out.""",,1084,level8 radical
hook,ユ,"""There's a flat line for where the hand was cut off. In it is a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">hook</span> like a pirate might have. Yarrrr.""",,1085,level8 radical
horse,馬,"""Don't confuse this radical with the bird <span lang=""""ja"""">鳥</span> radical. It looks similar, with the wing on the bottom and the shape on top, but it doesn't have a feather sticking out of the top of its head and it has a long, thick neck. So while it moves fast like it has wings, it's no bird, it's a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">horse</span>.""",,1086,level8 radical
net,罒,"""This is a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">net</span>, spread out over the water. Imagine all the fish you can catch in this net!""",,1087,level8 radical
sickle,釆,"""Most of this radical is just the rice radical, but the top part is something coming to cut the rice from its stalk. That, my friend, is the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">sickle</span>. See how the rice is still there? That's because it's in motion. The sickle is literally doing the cutting RIGHT NOW! (And don't confuse this with the grain <span lang=""""ja"""">禾</span> radical!)""",,1088,level8 radical
snake,巳,"""There's two ways to remember this one. First, you could look at this and see it's a coiled up <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">snake</span>. Or, if you want, you can imagine it as a snake head, with its face facing to the right (see its open mouth?). We may use either when learning a kanji, but for now you can pick the one that fits best with your memorization style. Just make sure you get to snake when you see this radical.<br />*Also note that sometimes the coil isn't totally completed (where it connects in the middle of the vertical line).""",,1089,level8 radical
suit,合,"""You find a hat on the ground with a mouth as the design on the front. You think it looks weird, but when you put it on, you find it <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">suit</span>s you quite well. Imagine yourself feeling not so sure about this hat at first. But, once you put it on, you feel pleasantly surprised.""",,1090,level8 radical
weapon,殳,"""Stick a table on top of a stool and you end up with a very dangerous <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">weapon</span>. Imagine hitting someone with this thing! Or, even better, imagine making someone sit on it. They'd be crushed mentally and emotionally and whatnot. Now that's a scary weapon.""",,1091,level8 radical
anti,反,"""This radical is the same as the kanji. It means <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">anti</span>.""",,1258,level9 radical
brush,聿,"""It's easier to imagine if you turn your head sideways. The left side of this radical is the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">brush</span>. See all the bristles?""",,1259,level9 radical
building,阝,"""This radical looks like a curvy letter B. What does B stand for? <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">Building</span>! This radical is used in a lot of kanji to mark that it's a building, or that it has something to do with buildings.""",,1260,level9 radical
cleat,,"""There's the bottom of the shoe and the spikes coming out of it. Only one kind of shoe is like this, and that is a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">cleat</span>.""","""<i class=""""radical-cleat""""></i>""",1261,level9 radical
clown,咅,"""<span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">Clown</span>s do weird tricks. One trick they might do is stand on their mouth (or stand on someone else's mouth). Imagine a clown doing either one of these things to remember this radical: clown.""",,1262,level9 radical
coat rack,疋,"""See all the arms sticking out of this radical? Those are for hanging lots of hats and scarves and coats on because it's a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">coat rack</span>.""",,1263,level9 radical
correct,正,"""This radical is the same as the kanji. It means <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">correct</span>.""",,1264,level9 radical
eternity,永,"""A drop of water will last for an <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">eternity</span>. Do you remember learning about the water cycle in school? A single drop of water can recycle itself this way for all eternity!""",,1265,level9 radical
gladiator,"""<img src=""""gladiator.png"""" />""","""Someone shoved horns down onto your husband and said he has to fight for them now. They turned him into a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">gladiator</span>! Now your husband has to fight for their amusement. Oh no!""",,1266,level9 radical
heavy,重,"""This radical is made up of a thousand villages. If you tried to lift them, what would it be? <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">Heavy</span>! And probably crazy. But just remember how heavy a thousand villages would be.""",,1267,level9 radical
helicopter,覀,"""This radical looks like a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">helicopter</span> coming straight at you, doesn't it? You can't see the tail part because it's behind the bigger front cab of the helicopter. But you can see the windows and the big spinning blade on top from here.""",,1268,level9 radical
history,史,"""A mouth that's talking about treasure... that sounds more like ancient <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">history</span> to me. Just because there was treasure buried all over the place back in history, doesn't mean it wasn't found by now. Don't let history take over your life, like it has the person who owns this mouth.""",,1269,level9 radical
jammed in,介,"""This radical kind of looks like an arrow, but not an ordinary one. It's curvy and forced, right? Like it's trying to tell you something is being <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">jammed in</span> to wherever it's pointing.""",,1270,level9 radical
machine,台,"""This radical is the same as the kanji. It means <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">machine</span>.""",,1271,level9 radical
pope,,"""Someone has crosses for eyes. That would have to be someone really religious in Catholicism. Who's number one over there? That would be the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">Pope</span>.""","""<i class=""""radical-pope""""></i>""",1272,level9 radical
spicy,辛,"""You're standing up on top of a cross. Why? Because you ate something so <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">spicy</span> that it caused you to beg Jesus for mercy. You need to save your mouth from the spicy flames. To make sure he hears you, you stand up on the closest cross. Make sure to feel how spicy this is in your mouth to remember it better!""",,1273,level9 radical
spring,,"""This radical looks like some new plants pushing their way up and out of the soil. That's because this is the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">spring</span> radical. Spring is the season (and the radical) full of new, growing life!""","""<i class=""""radical-train""""></i>""",1274,level9 radical
squid,,"""See the <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">squid</span> shape here? There's its head, its body, and its tentacles (two, anyway). Pretty squid-like if you ask me!""","""<i class=""""radical-squid""""></i>""",1275,level9 radical
tent,癶,"""Kind of a strange <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">tent</span>, I'll admit, but one that will protect you from things trying to get in (that's why it has all the spikes). It's the best you can do, considering you're in a cloth/plastic building.""",,1276,level9 radical
yurt,,"""There's a canopy with a little table and seats inside. This is a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">yurt</span>! It may look like a canopy at first, but when you go inside it has a bunch of nice furniture for you to relax on.""","""<i class=""""radical-hick""""></i>""",1277,level9 radical
alcohol,酉,"""See the west radical on top of the mouth radical? Think of the mouth of someone from the wild west (like in a cowboy movie). What is always in their mouth? It's <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">alcohol</span>.""",,1435,level10 radical
beans,豆,"""This radical has a pod (the square in the middle) between the ground and some roots. That pod is going to turn into a plant someday. What plant will it be? Great big <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">beans</span>, like the ones from Jack and the Beanstalk.""",,1436,level10 radical
bundle,束,"""This is a tree with something wrapped around its middle, holding it tight. If you unwrapped that middle part you'd realize it's actually a bunch of trees tied in there. It's a <span class=""""radical-highlight"""" title=""""Radical"""" rel=""""tooltip"""">bundle</span> of trees!""",,1437,level10 radical
