789,"格","NORM; STATUS; CHARACTER","standard; rank"
790,"絡","INTERLINK; ENTWINE",
791,"略","LEAVE OUT; STRATEGY","abridge; seize"
792,"閣","GRAND BUILDING; CABINET [of a government]",
793,"落","FALL","fail"
794,"南","SOUTH",
795,"西","WEST",
796,"酉","THE ROOSTER","sign of the bird"
797,"酒","ALCOHOLIC DRINK",
798,"洒","SPRINKLE","wash"
799,"配","DISTRIBUTE; PUT IN ORDER","manage"
800,"酸","ACID; OXYGEN",
801,"猶","DELAY",
802,"尊","HONOR","esteem"
803,"遵","OBEY",
804,"導","GUIDE","conduct"
805,"敬","RESPECT","revere"
806,"警","GUARD AGAINST; WARN",
807,"驚","SURPRISE",
808,"散","SCATTER","disperse; unrestrained"
809,"敢","BOLDLY",
810,"厳","SEVERE; SOLEMN",
811,"仏","BUDDHA",
812,"払","CLEAR AWAY; PAY",
813,"拡","ENLARGE","widen"
814,"可","POSSIBLE; APPROVE","-able; worthy of"
815,"何","WHAT; HOW MANY","several"
816,"苛","TORMENT","severe"
817,"荷","LOAD","cargo"
818,"河","RIVER",
819,"阿","PHONETIC [A]","etym.: big mound"
820,"司","OFFICIATE","administer"
821,"伺","INQUIRE","pay a visit"
822,"詞","WORDS",
823,"飼","RAISE ANIMALS",
824,"冊","COUNTER FOR BOOKS",
825,"嗣","HEIR",
826,"覗","PEEK","come into view"
827,"歌","SONG; JAPANESE POEM",
828,"唄","DITTY",
829,"負","BEAR; LOSE",
830,"敗","BE DEFEATED",
831,"責","RESPONSIBILITY; BLAME","censure)_x0003_"
832,"積","ACCUMULATE",
833,"債","DEBT; BOND",
834,"漬","PICKLE","soak, immerse"
835,"紡","SPIN","make yarn"
836,"績","ACHIEVEMENTS","spin thread"
837,"具","IMPLEMENT","tool"
838,"真","TRUE","geniune"
839,"直","STRAIGHT; PUT STRAIGHT","correct; direct, upright"
840,"植","PLANT",
841,"殖","MULTIPLY","cause to do] of its own accord"
842,"値","VALUE",
843,"置","PLACE","put in …, leave in …"
844,"県","PREFECTURE",
845,"州","STATE; SANDBAR","province"
846,"洲","SANDBAR",
847,"接","CONTACT","join, meet"
848,"継","SUCCEED","follow"
849,"断","CUT OFF; DECIDE","refuse; resolve"
850,"応","RESPOND [to]","cor…"
851,"床","BED; FLOOR",
852,"麻","HEMP; BECOME NUMB",
853,"歴","PERSONAL HISTORY",
854,"暦","CALENDAR",
855,"臨","ATTEND [to]; CONFRONT","be present at"
856,"園","GARDEN",
857,"遠","DISTANT",
858,"与","GIVE; TAKE PART IN","grant"
859,"写","COPY",
860,"移","MOVE","shift"
861,"卸","WHOLESALE",
862,"御","GENERAL HONORIFIC TERM",
863,"複","COMPOUND","double, duplicate"
864,"腹","BELLY",
865,"復","RETURN TO","repeat"
866,"往","GO ON","proceed; pass away"
867,"柱","PILLAR","mainstay"
868,"征","CONQUER","invade"
869,"従","FOLLOW","obey"
870,"徒","FOLLOWER; FELLOW[S]; GOING ON FOOT","pupil"
871,"縦","VERTICAL",
872,"延","EXTEND; POSTPONE",
873,"伸","STRETCH","grow"
874,"紳","GENTLEMAN",
875,"縮","SHRINK","curl up"
876,"誕","BE BORN",
877,"廷","COURT",
878,"庭","COURTYARD; GARDEN",
879,"艇","SMALL BOAT",
880,"展","UNFOLD; DISPLAY","develop"
881,"殿","PALACE; FORMAL HONORIFIC TITLE",
882,"異","DIFFERENT",
883,"翼","WING",
884,"累","CUMULATE; ENCUMBER",
885,"塁","BASE; SMALL FORT",
886,"吏","OFFICIAL",
887,"使","USE; ENVOY","dispatch"
888,"史","HISTORY",
889,"更","RENEW; FURTHERMORE; GROW LATE","replace"
890,"便","CONVENIENT; POSTAL DELIVERY; EXCRETA","transportation service, flight"
891,"硬","HARD","resisting pressure"
892,"能","ABILITY; NOH DRAMA","function"
893,"態","STATE; POSTURE","condition; attitute"
894,"熊","BEAR",
895,"罷","DISCONTINUE",
896,"羅","LINE UP; PHONETIC [RA]","arrange"
897,"雲","CLOUD",
898,"曇","CLOUDY",
899,"雪","SNOW",
900,"雷","THUNDER",
901,"零","ZERO; SPILL",
902,"震","QUAKE","tremble"
903,"振","SWING","wave, wield, pretend"
904,"久","OF LONG DURATION",
905,"賑","FLOURISH","be bustling"
906,"丘","HILL",
907,"兵","SOLDIER",
908,"岳","HIGH MOUNTAIN","peak"
909,"浜","BEACH",
910,"舎","HUT","building"
911,"再","ANOTHER TIME","again"
912,"虎","TIGER",
913,"寅","THE TIGER","sign of …"
914,"演","PERFORM",
915,"黄","YELLOW",
916,"横","SIDEWAYS; ARBITRARY","across; despotic"
917,"構","CONSTRUCT; MIND","frame; care about"
918,"講","LECTURE",
919,"購","PURCHASE",
920,"溝","CHANNEL","ditch"
921,"仮","TEMPORARY; FAKE","provisional"
922,"片","FRAGMENT; ONE OF TWO",
923,"版","PRINTING [PLATE]; PUBLISHING",
924,"板","BOARD; PLATE",
925,"販","ENGAGE IN SALES",
926,"義","RIGHTEOUSNESS; MEANING; SUBSTITUTE","sense; artificial"
927,"議","DISCUSS; LEGISLATIVE BODY",
928,"儀","CEREMONY","rite"
929,"犠","SACRIFICE",
930,"牲","SACRIFICE",
931,"旨","PURPORT","gist, aim"
932,"指","FINGER; POINT [out]",
933,"揮","BRANDISH","wield, wave"
934,"輝","SHINE BRILLIANTLY",
935,"刺","PIERCE","stab"
936,"策","SCHEME; MEASURE","plan"
937,"差","DIVERGENCE","difference"
938,"着","PUT ON [cloths]; ARRIVE; STICK","adhere"
939,"看","OBSERVE","keep an eye on"
940,"到","ARRIVE",
941,"倒","TOPPLE",
942,"論","ARGUE; THEORY","discuss; view"
943,"倫","MORALS",
944,"輪","WHEEL; RING",
945,"輸","TRANSPORT",
946,"諭","ADMONISH","instruct"
947,"愉","PLEASED",
948,"癒","HEAL","soothe"
949,"台","STAND; MACHINES AND VEHICLES COUNTER; TAIWAN","pedestral, platform"
950,"治","GOVERN; CURE","bring under control"
951,"冶","WORK METALS",
952,"療","TREAT","medicate"
953,"僚","COLLEAGUE","official"
954,"瞭","CLEAR","obvious"
955,"寮","DORMITORY",
956,"始","BEGIN",
957,"終","END",
958,"了","FINISH; COMPREHEND",
959,"承","AGREE TO; RECEIVE","be told"
960,"蒸","STEAM","be steamed"
961,"舞","DANCE",
962,"隣","NEIGHBOR",
963,"瞬","BLINK","instant"
964,"夢","DREAM",
965,"枝","BRANCH",
966,"技","SKILL","craft"
967,"伎","PERFORMANCE",
968,"岐","DIVERGE","fork"
969,"峠","MOUNTAIN PASS",
970,"阜","MOUND",
971,"急","URGENT; HURRY; SUDDEN",
972,"争","CONTEND","struggle for"
973,"情","EMOTION; ACTUAL CONDITIONS","feeling"
974,"清","CLEAR","pure"
975,"晴","CLEAR SKY",
976,"精","REFINED; ESSENCE; SPIRIT","precise, meticulous"
977,"請","REQUEST",
978,"静","QUIET","still"
979,"浄","CLEAN","pure"
980,"算","CALCULATE",
981,"答","ANSWER",
982,"符","SYMBOL","mark; tally stick"
983,"博","EXTENSIVE [knowledge]; DOCTOR, Ph.D.",
984,"縛","BIND","restrain"
985,"簿","RECORD BOOK",
986,"薄","THIN","scanty"
987,"采","GATHER",
988,"菜","VEGETABLE",
989,"採","PICK; GATHER",
990,"彩","BEAUTIFUL COLORING",
991,"杉","CRYPTOMERIA","Japanese cedar"
992,"街","CITY QUARTER","city street"
993,"術","PRACTICAL ART","technique"
994,"述","STATE","mention"
995,"余","REMAINING; EXCESS","left over"
996,"除","RID OF",
997,"徐","SLOWLY",
998,"叙","DESCRIBE","explain"
999,"斜","OBLIQUE",
1000,"途","WAY","road"
1001,"塗","APPLY ON A SURFACE","paint"
1002,"漆","LACQUER",
1003,"仙","HERMIT","immortal mountain fairy"
1004,"垂","HANG DOWN","dangle"
1005,"乗","RIDE","get on"
1006,"兼","COMBINE; CANNOT","find it difficult to"
1007,"剰","SURPLUS",
1008,"睡","SLEEP",
1009,"眠","SLEEP",
1010,"郵","MAIL",
1011,"錘","SPINDLE",
1012,"華","FLOWER; MAGNIFICENT; CHINA",
1013,"侵","INVADE","violate"
1014,"浸","SOAK","immerse"
1015,"寝","GO TO SLEEP",
1016,"掃","SWEEP","… away"
1017,"婦","ADULT WOMAN","wife"
1018,"帰","RETURN [home]",
1019,"戻","RETURN","give back"
1020,"涙","TEAR",
1021,"射","SHOOT","radiate"
1022,"謝","THANK; APOLOGIZE",
1023,"討","STUDY; SUPPRESS BY ARMED FORCE","examine"
1024,"訂","REVISE","correct"
1025,"打","STRIKE","emphatic verbal prefix"
1026,"撃","STRIKE","attack; shoot"
1027,"拭","WIPE",
1028,"試","TRY","test"
1029,"検","EXAMINE",
1030,"験","TEST","examine"
1031,"険","DANGEROUS; STEEP",
1032,"倹","FRUGAL",
1033,"剣","SWORD","double-edged"
1034,"谷","VALLEY",
1035,"欲","DESIRE",
1036,"浴","BATHE",
1037,"容","COUNTENANCE; CONTAIN","appearance; accommodate"
1038,"溶","DISSOLVE; MELT",
1039,"俗","POPULAR","common, vulgar"
1040,"裕","ABUNDANT",
1041,"寛","LENIENT",
1042,"甘","SWEET",
1043,"紺","DARK BLUE",
1044,"紅","CRIMSON",
1045,"攻","ATTACK",
1046,"功","MERIT[s]","achievement"
1047,"巧","SKILLFUL","ingenious"
1048,"朽","DECAY",
1049,"枯","WITHER",
1050,"汚","DIRTY","defile"
1051,"升","1.8 l UNIT",
1052,"弁","SPEAK; MANAGE; VALVE","argue"
1053,"昇","ASCEND","rise in rank"
1054,"登","ASCEND; ATTEND; REGISTER","climb; appear"
1055,"澄","LIMPID","lucid"
1056,"充","FILL; ALLOT",
1057,"銃","GUN","rifle"
1058,"統","UNITE; INTERCONNECTED SYSTEM","subjugate"
1059,"流","FLOW; CURRENT; STYLE",
1060,"硫","SULFUR",
1061,"盲","BLIND",
1062,"忘","FORGET",
1063,"忙","BUSY",
1064,"荒","WILD","barren; devastated, ruined"
1065,"慌","FLURRIED","hurried"
1066,"望","HOPE; LOOK AFAR",
1067,"希","RARE; ASPIRE",
1068,"稀","RARE",
1069,"括","LUMP TOGETHER",
1070,"拘","ARREST",
1071,"拾","PICK UP",
1072,"捨","DISCARD",
1073,"孤","SOLITARY",
1074,"弧","ARC",
1075,"弾","PROJECTILE; SPRING BACK","bullet; play on [stringed instruments"
1076,"禅","ZEN",
1077,"系","SYSTEM; LINEAGE","interrelated group; descent"
1078,"係","CONNECT; PERSON IN CHARGE","relate to"
1079,"孫","GRANDCHILD",
1080,"懸","SUSPEND",
1081,"偏","ONE-SIDED","partial"
1082,"遍","TIMES [COUNTER]; ALL OVER","ubiquitous, everywhere"
1083,"編","COMPILE; KNIT","edit"
1084,"篇","VOLUME","piece of writing: chapter, part"
1085,"普","WIDESPREAD","common"
1086,"譜","SYSTEMATIC RECORD","musical score"
1087,"職","EMPLOYMENT","post"
1088,"織","WEAVE",
1089,"識","DISCRIMINATE; KNOWLEDGE","discern; learning"
1090,"殉","DIE A MARTYR",
1091,"退","RETREAT",
1092,"眼","EYE",
1093,"智","WISDOM","intelligence"
1094,"仁","HUMANENESS",
1095,"忍","BEAR","endure; preform by stealth"
1096,"認","RECOGNIZE","admit"
1097,"求","SEEK",
1098,"救","SAVE","rescue"
1099,"球","BALL","globe"
1100,"屯","STATION TROOPS",
1101,"純","PURE",
1102,"鈍","DULL",
1103,"召","SUMMON",
1104,"招","INVITE",
1105,"沼","MUDDY POND",
1106,"紹","INTRODUCE",
1107,"詔","IMPERIAL EDICT",
1108,"勅","IMPERIAL DECREE",
1109,"昭","LUMINOUS","enlightened"
1110,"照","ILLUMINATE; EXAMINE BY COMPARISON",
1111,"超","SURPASS","super-, ultra-"
1112,"越","GO BEYOND",
1113,"趣","PURPORT; FLAVOR","gist, meaning; distinctive charm"
1114,"赴","PROCEED TO",
1115,"訃","DEATH REPORT",
1116,"朴","SIMPLE",
1117,"掛","SET [on]; HANG","fasten"
1118,"摘","PICK","pluck"
1119,"滴","DROP","fluit, …"
1120,"嫡","LEGITIMATE WIFE/CHILD",
1121,"適","FIT","suit"
1122,"敵","ENEMY",
1123,"授","CONFER; INSTRUCT",
1124,"援","AID","give a hand"
1125,"媛","DAMSEL","young lady of noble birth"
1126,"緩","SLACK","loose"
1127,"暖","WARM","weather, color, warmhearted"
1128,"観","VIEW",
1129,"勧","URGE","promote"
1130,"権","RIGHT; POWER","authority"
1131,"歓","JOYOUS",
1132,"鶴","CRANE",
1133,"確","CERTAIN","definite"
1134,"慢","ARROGANT; SLUGGISH",
1135,"漫","RAMBLING; COMIC",
1136,"卯","THE HARE","sign of …"
1137,"抑","SUPPRESS",
1138,"仰","LOOK UP [to]",
1139,"迎","WELCOME","go out to meet"
1140,"柳","WILLOW",
1141,"卵","EGG",
1142,"疎","SCATTERED; ESTRANGED",
1143,"速","QUICK",
1144,"遅","SLOW; LATE",
1145,"辻","CROSSROAD",
1146,"迅","SWIFT",
1147,"加","ADD [to]","join"
1148,"減","DECREASE","substract"
1149,"滅","EXTINGUISH","destroy"
1150,"威","MIGHT; THREATEN BY FORCE","power; majesty"
1151,"嚇","INTIMIDATE",
1152,"或","A CERTAIN",
1153,"惑","BEWILDERED","led astray"
1154,"域","BOUNDED AREA","district"
1155,"収","TAKE IN","gain, seize"
1156,"納","PAY; PUT IN PLACE; ACCEPT",
1157,"献","OFFER","donate"
1158,"貢","TRIBUTE",
1159,"貪","COVET",
1160,"貰","GET",
1161,"貧","POOR",
1162,"賃","WAGES; CHARGES",
1163,"貸","LEND","loan; rent out"
1164,"貨","MONEY; GOODS","currency; freight"
1165,"資","RESOURCES","capital"
1166,"賛","APPROVE OF; PRAISE",
1167,"替","REPLACE","substitute for"
1168,"潜","SUBMERGE; LURK",
1169,"貿","TRADE",
1170,"留","KEEP IN PLACE; STAY","reside"
1171,"溜","ACCUMULATE",
1172,"賀","CONGRATULATE",
1173,"架","LAY ACROSS",
1174,"染","DYE","stain; infect"
1175,"梨","PEAR",
1176,"傑","PERSON OF EXCELLENCE",
1177,"貴","NOBLE; YOUR HONORABLE","precious"
1178,"潰","CRUSH","break"
1179,"遺","LEAVE BEHIND","bequeath"
1180,"遣","DISPATCH; USE","envoy"
1181,"追","CHASE","follow"
1182,"迫","PRESS","urge; draw near"
1183,"泊","STAY OVERNIGHT",
1184,"伯","OLDER SIBLING OF PARENT; COUNT","earl"
1185,"拍","BEAT","rhythm"
1186,"弔","CONDOLE","mourn"
1187,"沸","BOIL [over]","… hot"
1188,"煮","BOIL","cook"
1189,"費","SPEND",
1190,"弟","YOUNGER BROTHER",
1191,"第","ORDINAL NUMBER PREFIX","order"
1192,"剃","SHAVE",
1193,"兄","OLDER BROTHER",
1194,"只","FREE OF CHARGE; JUST","only, ordinary"
1195,"税","TAX",
1196,"鋭","SHARP",
1197,"説","EXPLAIN; THEORY","preach; view"
1198,"脱","REMOVE; ESCAPE FROM",
1199,"閲","REVIEW","inspect"
1200,"祝","CELEBRATE","congratulate"
1201,"況","CONDITIONS","state of affairs"
1202,"悦","DELIGHTED",
1203,"克","OVERCOME",
1204,"競","COMPETE",
1205,"姉","OLDER SISTER",
1206,"妹","YOUNGER SISTER",
1207,"珠","PEARL",
1208,"殊","SPECIAL","exceptionally"
1209,"序","INTRODUCTORY PART; ORDER","beginning; sequence"
1210,"秩","ORDER","regularity"
1211,"迭","ALTERNATE",
1212,"喜","HAPPY",
1213,"善","GOOD",
1214,"繕","MEND",
1215,"膳","SMALL FOOD TABLE","legged tray; meal"
1216,"憾","STRONGLY REGRET",
1217,"恨","HOLD A GRUDGE","resent"
1218,"惜","REGRET","begrudge, be sparing of"
1219,"措","DISPOSE [of]","deal with, put in position, manage"
1220,"借","BORROW","rent"
1221,"錯","MIXED UP",
1222,"曽","BEFORE","formerly"
1223,"増","INCREASE",
1224,"層","STRATUM",
1225,"憎","HATE",
1226,"僧","BONZE","priest"
1227,"贈","PRESENT A GIFT",
1228,"賄","BRIBE","supply"
1229,"賂","BRIBE",
1230,"賦","INSTALLMENT","payment"
1231,"賊","BANDIT",
1232,"帯","BELT; WEAR","sash; have"
1233,"滞","STAGNATE; STAY","be left undone"
1234,"渋","NOT GO SMOOTHLY; ASTRINGENT","juice [of unripe persimmons"
1235,"摂","TAKE IN; ACT AS REGENT",
1236,"為","DO; SAKE","act; benefit"
1237,"偽","FALSIFY","deceive"
1238,"参","PARTICIPATE; VISIT A HOLY PLACE","go somewhere; refer to"
1239,"惨","MISERABLE; CRUEL","wretched"
1240,"呂","PHONETIC [RO]",
1241,"侶","COMPANION",
1242,"宮","ROYAL PALACE; SHINTŌ SHRINE",
1243,"営","OPERATE; BARRACKS","manage; camp"
1244,"蛍","FIREFLY",
1245,"栄","FLOURISH; GLORY","thrive"
1246,"誉","HONOR","glory"
1247,"挙","NOMINATE; RAISE [one's hand]; NOTEWORTHY ACT","cite"
1248,"拳","FIST",
1249,"桜","CHERRY",
1250,"妥","COME TO TERMS",
1251,"咲","BLOOM",
1252,"朕","IMPERIAL WE","formal 1st person pronoun"
1253,"茎","STEM","stalk"
1254,"径","PATH; DIAMETER",
1255,"怪","MYSTERIOUS",
1256,"軽","LIGHT",
1257,"経","PASS THROUGH; MANAGE; SUTRA","longitude; scripture"
1258,"斉","EQUAL","uniform"
1259,"斎","OBSERVE RELIGIOUS ABSTINENCE; STUDY [room]",
1260,"済","SETTLE; RELIEVE","pay back, come to an end; save"
1261,"剤","PREPARATION","medicine"
1262,"剖","DISSECT",
1263,"陪","ATTEND UPON A SUPERIOR",
1264,"培","CULTIVATE",
1265,"賠","COMPENSATE","indemnify"
1266,"貼","STICK ON","paste"
1267,"粘","STICKY",
1268,"衡","BALANCE","weigh"
1269,"換","EXCHANGE","replace"
1270,"喚","CALL [out]",
1271,"絶","BREAK OFF; COME TO AN END; WITHOUT MATCH","cut off"
1272,"免","EXEMPTION","license, escape"
1273,"逸","LET SLIP","deviate from the norm"
1274,"勉","ENDEAVOR",
1275,"晩","EVENING",
1276,"許","PERMIT","authorize"
1277,"象","PHENOMENON; ELEPHANT","outward manifestation; image"
1278,"像","IMAGE","likeness"
1279,"彫","CARVE","engrave"
1280,"景","SCENE","outlook"
1281,"影","SHADOW","image, silhouette"
1282,"撮","PHOTOGRAPH",
1283,"就","SET ABOUT","enter upon"
1284,"涼","COOL",
1285,"鯨","WHALE",
1286,"隔","APART",
1287,"融","FUSE; FINANCE",
1288,"肖","LIKENESS",
1289,"消","EXTINGUISH; SPEND","disappear; consume"
1290,"硝","NITER",
1291,"梢","TIP OF A TWIG",
1292,"削","CUT BY CHIPPING",
1293,"宵","EARLY EVENING",
1294,"宴","BANQUET",
1295,"郷","HOMETOWN",
1296,"饗","BANQUET",
1297,"響","REVERBERATE",
1298,"城","CASTLE","fort"
1299,"誠","SINCERITY","truth"
1300,"盛","PROSPER","heap up"
1301,"旺","ENERGETIC",
1302,"盆","TRAY; BON FESTIVAL",
1303,"蓋","LID",
1304,"盗","STEAL",
1305,"盟","ALLIANCE","pact"
1306,"塩","SALT",
1307,"傷","WOUND","scar"
1308,"揚","RAISE HIGH; FRY","exalt"
1309,"暢","FLUENT",
1310,"陽","SUN; POSITIVE",
1311,"陰","SHADOW; NEGATIVE",
1312,"隠","HIDE",
1313,"穏","CALM; MILD",
1314,"穂","SPIKE","head of grain"
1315,"稲","RICE PLANT",
1316,"愁","MELANCHOLY",
1317,"裁","CUT OUT; JUDGE","decide, rule"
1318,"載","LOAD; PUT IN PRINT",
1319,"栽","PLANTING",
1320,"赦","AMNESTY",
1321,"跡","TRACE","signs, marks"
1322,"踪","FOOTPRINTS","trace"
1323,"痕","SCAR","footprint"
1324,"蹴","KICK",
1325,"踊","DANCE",
1326,"踏","TREAD","stand on"
1327,"躍","LEAP","be active"
1328,"濯","RINSE",
1329,"奇","UNUSUAL","odd"
1330,"寄","CONTRIBUTE; DRAW NEAR","call on"
1331,"騎","RIDE ON HORSEBACK",
1332,"椅","CHAIR",
1333,"崎","PROMONTORY","cape"
1334,"埼","PROMONTORY","cape"
1335,"岬","CAPE","coast, promotory"
1336,"模","PATTERN","… after"
1337,"膜","MEMBRANE",
1338,"漠","DESERT; OBSCURE",
1339,"幕","CURTAIN; SHOGUNATE","tent"
1340,"墓","GRAVE",
1341,"募","RAISE","collect"
1342,"暮","DUSK; LIVE",
1343,"慕","ADORE",
1344,"添","ADD TO","accompany"
1345,"恭","RESPECTFUL",
1346,"暴","VIOLENT; DISCLOSE","lay bare"
1347,"爆","EXPLODE",
1348,"沿","ALONG[SIDE]",
1349,"礎","FOUNDATION STONE",
1350,"疑","DOUBT","distrust"
1351,"凝","CONGEAL","grow stif, become absorbed in"
1352,"擬","IMITATE",
1353,"倣","COPY AFTER",
1354,"似","RESEMBLE",
1355,"俵","STRAW SACK",
1356,"俺","I","myself [masculine"
1357,"庵","HERMITAGE",
1358,"僕","I; MANSERVANT","familiar 1st p. male pronoun,addresses inferiors / peers"
1359,"撲","DEAL A BLOW",
1360,"叩","STRIKE","slap"
1361,"伐","CUT DOWN",
1362,"閥","CLIQUE","clan"
1363,"闘","FIGHT",
1364,"闇","DARK",
1365,"閑","LEISURE; QUIET",
1366,"脈","VEIN; PULSE",
1367,"派","SECT; DISPATCH","fraction"
1368,"缶","CAN",
1369,"揺","SHAKE",
1370,"謡","POPULAR SONG","chant"
1371,"遥","FAR",
1372,"陶","POTTERY",
1373,"陳","SET FORTH","lay out"
1374,"陣","BATTLE FORMATION; CAMP",
1375,"陥","FALL IN[TO]",
1376,"隆","PROSPER","rise"
1377,"降","DESCEND","unload"
1378,"峰","PEAK","high mountain"
1379,"逢","MEET",
1380,"縫","SEW",
1381,"蜂","BEE","wasp"
1382,"蜜","HONEY","nectar"
1383,"密","CLOSE; SECRET","dense, tight"
1384,"秘","SECRET",
1385,"欧","EUROPE",
1386,"枢","PIVOT",
1387,"殴","BEAT","trash sth."
1388,"駆","DRIVE",
1389,"馳","GALLOP","run quickly"
1390,"騒","CLAMOR",
1391,"旭","RISING SUN","morning sun"
1392,"旦","DAWN",
1393,"但","PROVIDED THAT","however"
1394,"担","[BEAR ON] SHOULDER; UNDERTAKE",
1395,"亘","SPAN",
1396,"恒","CONSTANT","permanent"
1397,"垣","FENCE","wall"
1398,"宣","PROCLAIM",
1399,"喧","CLAMOROUS",
1400,"嘩","NOISY",
1401,"唾","SALIVA",
1402,"壷","JAR","pot"
1403,"坪","~3.3 m² UNIT",
1404,"畔","WATERSIDE",
1405,"衆","MULTITUDE",
1406,"伊","PHONETIC [I]","etym.: 3rd p. pronoun / determiner"
1407,"君","RULER; FAMILIAR TITLE; YOU",
1408,"群","GROUP","crowd, flock"
1409,"郡","COUNTY",
1410,"那","PHONETIC [NA]","etym.: a city name;that, those"
1411,"邦","STATE; JAPAN",
1412,"郊","SUBURB",
1413,"効","EFFECT",
1414,"絞","STRANGLE; WRING",
1415,"搾","SQUEEZE","extract"
1416,"紋","CREST",
1417,"菊","CHRYSANTHEMUM",
1418,"帝","EMPEROR",
1419,"締","CONCLUDE; TIGHTEN","contract"
1420,"諦","GIVE UP",
1421,"享","ENJOY","receive"
1422,"郭","OUTER ENCLOSURE",
1423,"亭","INN; PSEUDONYM SUFFIX","restaurant"
1424,"停","STOP",
1425,"昆","INSECT",
1426,"混","MIX","…ed up"
1427,"皆","ALL","everything, everyone"
1428,"楷","BLOCK CHARACTER STYLE",
1429,"諧","HARMONY",
1430,"階","FLOOR; RANK","story; class"
1431,"陛","IMPERIAL PALACE STEPS",
1432,"陸","LAND",
1433,"睦","FRIENDLY","intimate"
1434,"勢","POWER; CONDITION","force; trend"
1435,"熱","HEAT","hot"
1436,"熟","MATURE","ripe"
1437,"塾","PRIVATE SCHOOL",
1438,"陵","IMPERIAL MAUSOLEUM","hill"
1439,"菱","RHOMBUS",
1440,"俊","BRILLIANT PERSON",
1441,"唆","INSTIGATE",
1442,"筈","TO BE EXPECTED",
1443,"箸","CHOPSTICKS",
1444,"暑","HOT","summer heat"
1445,"署","GOVERNMENT OFFICE; SIGN ONE'S NAME",
1446,"曙","DAWN",
1447,"賭","WAGER",
1448,"諸","VARIOUS","all kinds of"
1449,"儲","PROFIT",
1450,"緒","OUTSET; LINE","beginning; thread [of events"
1451,"翁","OLD MAN",
1452,"婆","OLD WOMAN",
1453,"姿","FIGURE","appearance; posture"
1454,"恣","ARBITRARY","self-indulgent"
1455,"妄","RASH","outrageous"
1456,"萎","WILT","wither"
1457,"妻","WIFE",
1458,"凄","TREMENDOUS","uncanny, terrible"
1459,"章","CHAPTER; BADGE","writing"
1460,"彰","PROCLAIM MERITS",
1461,"障","HINDRANCE",
1462,"辛","PUNGENT; HARD","spicy; painful"
1463,"宰","PRESIDE","manage"
1464,"辣","SHARP","bitter"
1465,"辞","WORD; RESIGN","phrase"
1466,"壁","WALL",
1467,"璧","MAGNIFICENT JEWEL",
1468,"癖","HABIT","quirk"
1469,"避","AVOID",
1470,"幸","GOOD FORTUNE; HAPPINESS",
1471,"服","CLOTHES; SUBMIT",
1472,"報","REPORT; REQUITE",
1473,"執","EXECUTE; SEIZE","perform; hold fast to"
1474,"摯","SINCERE",
1475,"達","ATTAIN; PLURAL SUFFIX","reach; deliver"
1476,"朗","CHEERFUL; CLEAR","bright"
1477,"浪","BILLOW; ROAM","large wave; wander"
1478,"呉","KINGDOM OF WU; GIVE","do for (someone)"
1479,"娯","ENJOYMENT",
1480,"誤","MISTAKE",
1481,"富","RICH",
1482,"副","SECONDARY","subordinate"
1483,"幅","WIDTH","range"
1484,"福","FORTUNE",
1485,"祉","BLESSEDNESS",
1486,"禍","CALAMITY",
1487,"渦","WHIRLPOOL",
1488,"鍋","POT","pan"
1489,"蘭","ORCHID; HOLLAND",
1490,"欄","COLUMN",
1491,"潤","MOIST",
1492,"淵","EDGE; DEEP POOL",
1493,"滑","SLIDE; SMOOTH",
1494,"稽","PRACTICE","train"
1495,"肩","SHOULDER",
1496,"脅","THREATEN",
1497,"肯","ASSENT",
1498,"双","SET OF TWO","pair"
1499,"江","INLET",
1500,"湾","BAY","curve"
1501,"港","PORT",
1502,"選","SELECT",
1503,"択","SELECT",
1504,"沢","SWAMP; ABUNDANT","marsh"
1505,"訳","TRANSLATE; SENSE","meaning"
1506,"釈","ELUCIDATE; RELEASE",
1507,"敷","LAY",
1508,"傲","ARROGANT",
1509,"贅","LUXURY",
1510,"審","EXAMINE CAREFULLY; TRY",
1511,"藩","FEUDAL DOMAIN",
1512,"翻","TURN OVER; RENDER","translate"
1513,"翔","SOAR",
1514,"査","LOOK INTO","inspect)_x0003_"
1515,"租","LAND TAX",
1516,"粗","COARSE",
1517,"阻","HAMPER","obstruct"
1518,"狙","AIM AT",
1519,"宜","RIGHT","all …, suitable, good"
1520,"畳","STRAW MAT; FOLD UP",
1521,"甲","SHELL; FIRST IN A SERIES",
1522,"乙","SECOND IN A SERIES",
1523,"丙","THIRD IN A SERIES",
1524,"柄","CHARACTER; STATUS; HANDLE","grap, shaft"
1525,"押","PUSH","press [down"
1526,"抽","DRAW OUT","pull"
1527,"捜","LOOK FOR",
1528,"届","DELIVER; REACH",
1529,"宙","SPACE; MIDAIR",
1530,"笛","FLUTE","whistle"
1531,"袖","SLEEVE",
1532,"襟","COLLAR",
1533,"衿","COLLAR",
1534,"裾","CUFF","hem"
1535,"据","SET [up]","place"
1536,"握","GRASP","seize"
1537,"揃","MAKE UNIFORM",
1538,"撫","STROKE; PACIFY","soothe"
1539,"託","ENTRUST",
1540,"宅","DWELLING HOUSE",
1541,"詫","APOLOGIZE",
1542,"宇","UNIVERSE",
1543,"芋","POTATO",
1544,"寿","LONGEVITY; CONGRATULATIONS",
1545,"鋳","CAST","mint"
1546,"銘","INSCRIPTION",
1547,"鏡","MIRROR; OPTICAL INSTRUMENT",
